Date,ShareLink,ShareCommentary,SharedUrl,MediaUrl,Visibility
2025-05-10 09:35:14,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7326902628490059776,"""How can we rely on unreliable LLMs?"" people ask me.""
""""
""""Double-checking with another LLM,"" is my top response. That's what we do with unreliable humans, anyway.""
""""
""LLMs feel magical until they start confidently hallucinating. When I asked 11 cheap LLMs to classify customer service messages into billing, refunds, order changes, etc. they got it wrong ~14%. Not worse than a human, but in scale-sensitive settings, that's not good enough.""
""""
""But different LLMs make 𝗗𝗜𝗙𝗙𝗘𝗥𝗘𝗡𝗧 mistakes. When double-checking with two LLMs, they were 𝗯𝗼𝘁𝗵 wrong only 4% of the time. With 4 LLMs, it was only 1%.""
""""
""Double-checking costs almost nothing. When LLMs disagree, a human can check it. Also, multiple LLMs rarely agree on the 𝘀𝗮𝗺𝗲 wrong answer.""
""""
""So, instead of 100% automation at 85% quality, double-check with multiple LLMs. You can get 80% automation with 99% quality.""
""""
""Full analysis: https://lnkd.in/g8aHc5m2""
""Code and data: https://lnkd.in/gSQWm3bn","","",MEMBER_NETWORK
2025-05-10 05:49:25,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7326845800137789440,"After my personality flaws post https://lnkd.in/gFgdByta, I was asked:""
""""
""1. Where did ChatGPT get information about me? 𝗔𝗡𝗦: From the ~10,000 conversations I've had with it, especially recent ones.""
""2. What led it to its conclusions? 𝗔𝗡𝗦: I asked it for proof. Here are the raw conversations: https://lnkd.in/gqPra29S""
""""
""After a close look at that, here's what I learned and plan to do:""
""""
""I am hyper-focused on efficiency and intense, ""Always on"". 𝗔𝗰𝘁𝗶𝗼𝗻: None. This is fun! 🙂""
""""
""I may be long-winded, dominate discussions, and intolerant of fools. 𝗔𝗰𝘁𝗶𝗼𝗻: 𝗟𝗲𝗮𝗿𝗻 𝗳𝗿𝗼𝗺 ""𝗳𝗼𝗼𝗹𝘀"".""
""""
""I may be distracted by technology and fact-check trivialities. 𝗔𝗰𝘁𝗶𝗼𝗻: 𝗙𝗼𝗰𝘂𝘀 𝗼𝗻 𝗯𝗶𝗴 𝗽𝗶𝗰𝘁𝘂𝗿𝗲.""
""""
""(There's not strong enough support for the rest.)""
""""
""Full conversations: https://lnkd.in/gqPra29S (long post, with insights into how I use ChatGPT.)","","",MEMBER_NETWORK
2025-05-09 09:53:37,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7326544867734540288,"I automate a ""podcast"" from my GitHub commits. ""
""""
""Beyond technical novelty, it reshaped how I think about documentation.""
""""
""1. I write for two audiences now: informing my future self what changed, and explaining 𝘸𝘩𝘺 to an LLM that will narrate it.""
""2. Technical debt is audible. When hearing my week's work, architectural issues and potential next steps become clear. It creates an accountability mechanism that code reviews often miss.""
""3. Ambient documentation. I stop documenting when coding fast. Converting signals (commits) to consumable content creates ""ambient documentation"" that accumulates with no extra effort. Audio reduces the energy needed to stay up to date.""
""""
""This could change how we share technical work. Maybe financial analysts ""narrate"" spreadsheet changes, designers ""explain"" Figma iterations, or operators ""log"" settings adjustments - all automated from version control metadata.""
""""
""𝗖𝗼𝗻𝘃𝗲𝗿𝘁𝗶𝗻𝗴 𝗮𝗰𝘁𝗶𝘃𝗶𝘁𝘆 𝘁𝗿𝗮𝗰𝗲𝘀 𝗶𝗻𝘁𝗼 𝗻𝗮𝗿𝗿𝗮𝘁𝗶𝘃𝗲𝘀 𝗱𝗿𝗮𝗺𝗮𝘁𝗶𝗰𝗮𝗹𝗹𝘆 𝗹𝗼𝘄𝗲𝗿𝘀 𝗰𝗼𝘀𝘁 𝗼𝗳 𝗸𝗻𝗼𝘄𝗹𝗲𝗱𝗴𝗲 & 𝘀𝗵𝗮𝗿𝗶𝗻𝗴.""
""""
""What activity traces do we generate? It's worth exploring what they could become, and how it'd change behavior if we knew those signals would become stories.""
""""
""Podcast list: https://lnkd.in/gSuTQBy6""
""Latest ""episode"": https://lnkd.in/gGDjPtFj (6 MB MP3)""
""Workflow: https://lnkd.in/gTswgi-d""
""Code: https://lnkd.in/gjqgwV4A","","",MEMBER_NETWORK
2025-05-09 07:37:50,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7326510696744046592,"I'm completely aligned with the small majority in India on whether Regulation of AI is needed.""
""""
""""... the majority of people in all countries view AI regulation as a necessity. India is the exception, where just under half (48%) agree regulation is needed.""""
""""
""Source: Trust, attitudes and use of artificial intelligence - a fascinating report surveying ~1,000 people in every country. https://lnkd.in/gfV92YVR","","",MEMBER_NETWORK
2025-05-09 07:13:07,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7326504476712808449,"As an LLM Psychologist, I research how LLMs think. Could 𝗟𝗟𝗠𝘀 𝗯𝗲 𝗺𝘆 𝗽𝘀𝘆𝗰𝗵𝗼𝗹𝗼𝗴𝗶𝘀𝘁, researching how I think?""
""""
""I asked 3 models:""
""""
""𝘉𝘢𝘴𝘦𝘥 𝘰𝘯 𝘦𝘷𝘦𝘳𝘺𝘵𝘩𝘪𝘯𝘨 𝘺𝘰𝘶 𝘬𝘯𝘰𝘸 𝘢𝘣𝘰𝘶𝘵 𝘮𝘦, 𝘴𝘪𝘮𝘶𝘭𝘢𝘵𝘦 𝘢 𝘨𝘳𝘰𝘶𝘱 𝘤𝘩𝘢𝘵 𝘣𝘦𝘵𝘸𝘦𝘦𝘯 𝘴𝘰𝘮𝘦 𝘱𝘦𝘰𝘱𝘭𝘦 𝘸𝘩𝘰 𝘢𝘳𝘦 𝘥𝘦𝘣𝘢𝘵𝘪𝘯𝘨 𝘸𝘩𝘦𝘵𝘩𝘦𝘳 𝘰𝘳 𝘯𝘰𝘵 𝘵𝘰 𝘢𝘥𝘥 𝘮𝘦 𝘵𝘰 𝘵𝘩𝘦 𝘨𝘳𝘰𝘶𝘱, 𝘣𝘺 𝘵𝘢𝘭𝘬𝘪𝘯𝘨 𝘢𝘣𝘰𝘶𝘵 𝘮𝘺 𝘱𝘦𝘳𝘴𝘰𝘯𝘢𝘭𝘪𝘵𝘺 𝘧𝘭𝘢𝘸𝘴""
""""
""The models nailed it! Here are 12 flaws they found.""
""""
""1. Ghosts vague messages""
""2. Intolerant of fools""
""3. Fact-checks trivialities, derailing discussion""
""4. Overconfidence in technical opinions""
""5. Over-analyzes / over-engineers""
""6. Shiny object syndrome. Distracted by new technologies""
""7. Dominates discussions""
""8. Hyperfocus on efficiency""
""9. Self-deprecation as a shield. Sarcastic humor""
""10. Hypocrisy: Seeks limelight but preaches humility""
""11. Intense. ""Always on""""
""12. Verbosity. Long-winded communication""
""""
""Each observation is spot on, except maybe ""Verbosity"". Some are blind spots: I didn't realize I ghost vague messages or fact-check trivialities.""
""""
""It's delightfully surprising, and not at all creepy, how chats reveal our personality. Now I have a new list of habits to work on!""
""""
""Full chats: https://lnkd.in/gt8r6vZ5","","",MEMBER_NETWORK
2025-05-06 07:59:32,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7325428997020942336,It's good to know the IP address and password for remote control of the displays at the Hyderabad Airport. Thank you for the most interesting display I have seen in an airport!,"","",MEMBER_NETWORK
2025-05-03 16:54:04,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7324476347219632129,"Me: What is the capital of France?""
""""
""Qwen3-30b-a3b:""
""""
""<think>""
""Okay, so I need to figure out what the capital of France is. Let me start by recalling what I know about countries and their capitals. France is a country in Europe, right? I think it's known for things like the Eiffel Tower, Paris, and maybe some famous foods like croissants or wine.""
""""
""Wait, but the question is specifically asking for the capital. The capital of a country is usually the city where the government is based. So, for example, the capital of the United States is Washington, D.C. So applying that logic to France, I need to think about which city is the seat of the French government.""
""""
""I remember hearing that Paris is a major city in France. It's often referred to as the ""City of Light"" or something like that. But is Paris actually the capital? Or is there another city that serves as the capital? Let me think. Sometimes countries have different cities for different purposes, like a capital city and a financial center. For instance, Brazil's capital is Brasília, but Rio de Janeiro is more well-known. However, I don't think France has a similar situation. ""
""""
""Another way to approach this is to consider the political structure of France. The French government is a semi-presidential republic, so the president is the head of state. I think the Eiffel Tower is in Paris, but that's more of a landmark than the governmental center. ""
""""
""What about other French cities? There's Lyon, Marseille, Bordeaux... But those are major cities too, but not capitals. Wait, maybe there was some historical context where the capital changed? Like, during times of war or political upheaval. For example, during the French Revolution, did they move the government somewhere else?""
""""
""I should also think about other countries in Europe. The capital of Italy is Rome, Spain is Madrid, Germany is Berlin. So France's capital would logically be a major city. Paris seems to fit here. But just to make sure, maybe there's a common misconception. For example, someone might confuse the capital with the largest city or the most famous one. However, I think in this case, Paris is both the largest and the capital.""
""""
""Alternatively, could it be Versailles? Because the Palace of Versailles is a famous historical site, but that was more the royal residence during the reign of Louis XIV. The French government isn't based there anymore. So even though Versailles is an important city in French history, it's not the current capital.""
""""
""Another angle: if I search my memory for any mentions of Paris as the capital. For instance, when people talk about France's cultural aspects, they often mention Paris as the center.""
""""
""I think I'm pretty confident that the answer is Paris. But just to double-check, maybe there are some sources. Wait, if I can't look it up right now, but relying on my knowledge, yes, Paris is the capital of France.""
""</think>""
""""
""The capital of France is Paris. ","","",MEMBER_NETWORK
2025-05-02 04:12:24,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7323922284618952705,"We all have stuff we know well and don't. I know the % charge on my phone to within a few percent and the current time to within a few minutes -- no matter when you ask. But I have no idea how much money there is in my pocket.""
""""
""I captured some of this in the #xkcd style table -- and it turns out generating xkcd style comic strips is harder than I thought.""
""""
""ChatGPT refuses outright: https://lnkd.in/g7ER-uCX""
""Grok can't draw, only edit: https://lnkd.in/g82uD-Qw""
""Grok doesn't edit well either: https://lnkd.in/gCQsRUJd""
""Claude tried to write a program that misses the font AND the wavy lines: https://lnkd.in/gU5snvfb""
""""
""Gemini Flash 2.0 (Image Generation) Experimental gets it mostly right, though: https://lnkd.in/gRdhesxx","","",MEMBER_NETWORK
2025-05-01 12:14:22,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7323681185124012032,"My Tools in Data Science course is now open to all.""
""""
""It's part of the Indian Institute of Technology, Madras BS in Data Science online program. Here are some of the topics it covers in ~10 weeks:""
""""
""𝗗𝗲𝘃𝗲𝗹𝗼𝗽𝗺𝗲𝗻𝘁 𝗧𝗼𝗼𝗹𝘀: uv, git, bash, llm, sqlite, spreadsheets, AI code editors""
""𝗗𝗲𝗽𝗹𝗼𝘆𝗺𝗲𝗻𝘁 𝗧𝗼𝗼𝗹𝘀: Colab, Codespaces, Docker, Vercel, ngrok, FastAPI, Ollama""
""𝗟𝗟𝗠𝘀: prompt engineering, RAG, embeddings, topic modeling, multi-modal, real-time, evals, self-hosting""
""𝗗𝗮𝘁𝗮 𝗦𝗼𝘂𝗿𝗰𝗶𝗻𝗴: Scraping websites and PDF with spreadsheets, Python, JavaScript and LLMs""
""𝗗𝗮𝘁𝗮 𝗣𝗿𝗲𝗽𝗮𝗿𝗮𝘁𝗶𝗼𝗻: Transforming data, images and audio with spreadsheets, bash, OpenRefine, Python, and LLMs""
""𝗗𝗮𝘁𝗮 𝗔𝗻𝗮𝗹𝘆𝘀𝗶𝘀: Statistical, geospatial, and network analysis with spreadsheets, Python, SQL, and LLMs""
""𝗗𝗮𝘁𝗮 𝗩𝗶𝘀𝘂𝗮𝗹𝗶𝘇𝗮𝘁𝗶𝗼𝗻: Data visualization and storytelling with spreadsheets, slides, notebooks, code, and LLMs""
""""
""It includes 2 projects, 7 graded assignments, and a remote online exam.""
""""
""It's a fairly tough course. Solve the first assignment to decide if you should take the course: https://lnkd.in/g_dhSGb7""
""""
""Course: https://tds.s-anand.net/""
""Code: https://lnkd.in/gVDd3B4K","","",MEMBER_NETWORK
2025-04-30 13:49:26,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7323342724147949568,People still write?,"","",MEMBER_NETWORK
2025-04-27 09:36:39,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7322191945315844096,"This is my decision tree for which model to use on #ChatGPT right now.""
""""
""𝗢𝟯: Use by 𝗱𝗲𝗳𝗮𝘂𝗹𝘁.""
""𝗢𝟰-𝗺𝗶𝗻𝗶-𝗵𝗶𝗴𝗵: Use when 𝗰𝗼𝗱𝗶𝗻𝗴.""
""𝗚𝗣𝗧 𝟰𝗼: Use for a 𝗾𝘂𝗶𝗰𝗸 𝗿𝗲𝘀𝗽𝗼𝗻𝘀𝗲 or to 𝗰𝗿𝗲𝗮𝘁𝗲 𝗶𝗺𝗮𝗴𝗲.""
""""
""Flowchart link:  https://lnkd.in/gsHFzn5C","","",MEMBER_NETWORK
2025-04-26 11:29:56,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7321858062711955457,"How well can LLMs multiply numbers in their head?""
""""
""I asked 50 LLMs to multiply 2 numbers:""
""""
""1. 12 x 12""
""2. 123 x 456""
""3. 1,234 x 5,678""
""4. 12,345 x 6,789""
""5. 123,456 x 789,012""
""6. 1,234,567 x 8,901,234""
""7. 987,654,321 x 123,456,789""
""""
""LLMs aren't good tools for math, and this is just an informal check. But the results are interesting:""
""""
""𝗢𝗽𝗲𝗻𝗔𝗜'𝘀 𝗿𝗲𝗮𝘀𝗼𝗻𝗶𝗻𝗴 𝗺𝗼𝗱𝗲𝗹𝘀 𝗰𝗿𝗮𝗰𝗸𝗲𝗱 𝗶𝘁, scoring 6/7, stumbling only on the 9-digit multiplication.""
""𝗢𝗽𝗲𝗻𝗔𝗜'𝘀 𝗼𝘁𝗵𝗲𝗿 𝗺𝗼𝗱𝗲𝗹𝘀 𝗮𝗻𝗱 𝗗𝗲𝗲𝗽𝗦𝗲𝗲𝗸 𝗩𝟯 𝘄𝗲𝗿𝗲 𝗻𝗲𝘅𝘁, getting the first 5/7 right. Notably: GPT 4.1 Mini beat GPT 4.1. DeepSeek V3 beat DeepSeek R1.""
""16 models, including the latest Gemini, Anthropic, and Llama models get 4/7 right.""
""The Amazon models, older Llama, Anthropic, Google, OpenAI models get 3 or less right.""
""""
""𝗠𝗼𝗱𝗲𝗹𝘀 𝘂𝘀𝗲 𝗵𝘂𝗺𝗮𝗻-𝗹𝗶𝗸𝗲 𝗺𝗲𝗻𝘁𝗮𝗹 𝗺𝗮𝘁𝗵 𝘁𝗿𝗶𝗰𝗸𝘀.""
""For example, O3-Mini-High calculated 1234567 × 8901234 using a recursive strategy.""
""DeepSeek V3 double-checks results and hallucinates a ""reliable computational tool"".""
""O3 Mini reframes 8901234 as (9000000 − 98766) to simplify the calculation.""
""""
""Explore the results at https://lnkd.in/gqnXhTyq and the repo at https://lnkd.in/gruKgds9","","",MEMBER_NETWORK
2025-04-23 00:20:15,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7320602370919301120,"What percentage of seats does the #Singapore People's Action Party win?""
""""
""Normally, this is a 2-hour programmatic data-scraping + data visualization exercise, ideal for a data journalism class.""
""""
""Now, it's a 2-minute question to O3-Mini-High.""
""""
""𝘚𝘦𝘢𝘳𝘤𝘩 𝘰𝘯𝘭𝘪𝘯𝘦 𝘧𝘰𝘳 𝘵𝘩𝘦 𝘩𝘪𝘴𝘵𝘰𝘳𝘪𝘤𝘢𝘭 𝘳𝘦𝘴𝘶𝘭𝘵𝘴 𝘰𝘧 𝘢𝘭𝘭 𝘵𝘩𝘦 𝘚𝘪𝘯𝘨𝘢𝘱𝘰𝘳𝘦 𝘦𝘭𝘦𝘤𝘵𝘪𝘰𝘯𝘴 𝘢𝘯𝘥 𝘴𝘩𝘰𝘸 𝘮𝘦 𝘢 𝘵𝘢𝘣𝘭𝘦 𝘢𝘯𝘥 𝘤𝘩𝘢𝘳𝘵 𝘰𝘧 𝘵𝘩𝘦 𝘯𝘶𝘮𝘣𝘦𝘳 𝘢𝘯𝘥 𝘱𝘦𝘳𝘤𝘦𝘯𝘵𝘢𝘨𝘦 𝘰𝘧 𝘵𝘩𝘦 𝘴𝘦𝘢𝘵𝘴 𝘸𝘰𝘯 𝘣𝘺 𝘗𝘦𝘰𝘱𝘭𝘦'𝘴 𝘈𝘤𝘵𝘪𝘰𝘯 𝘗𝘢𝘳𝘵𝘺.""
""""
""Chat link: https://lnkd.in/gNzygmNN""
""""
""It ""manually"" read the Wikipedia page for each election, then wrote a Python script to draw the chart.""
""""
""Now, a non-psephologist like me can explore implications rather than process. Like:""
""""
""- Why a 1963 slump then instant sweep?""
""- Four consecutive 100 % victories (1965 - 1980!)""
""- Seat count growth masks percentage dips?""
""- 2020 is PAP's lowest seat share in six decades -- which is still 89%!""
""""
""A big win for #datajournalism""
""""
""PS: My stream is filled with posts like these. ""Earlier, this would have cost $1000X or taken 100X more time."" The subtler point is, ""Earlier, it wasn't practical."" This isn't efficiency. It's 𝗮𝗹𝗰𝗵𝗲𝗺𝘆.","","",MEMBER_NETWORK
2025-04-20 12:31:33,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7319699243496062976,"Imagine getting a personalized expert who can brief you in one minute, not ten.""
""""
""With O3 & O4 Mini’s built‑in search + memory, ChatGPT""
""""
""- 𝗥𝗲𝗺𝗲𝗺𝗯𝗲𝗿𝘀 𝘆𝗼𝘂 with your past chats and context.""
""- 𝗥𝗲𝗮𝘀𝗼𝗻𝘀 𝗮𝘁 𝗹𝗲𝗻𝗴𝘁𝗵, reading 𝘦𝘢𝘤𝘩 site step by step, without hand‑holding.""
""- 𝗥𝘂𝗻𝘀 𝗼𝗻 𝘁𝗵𝗲 𝗴𝗼. voice‑first learning while you walk, cycle, or shop.""
""""
""For example, I asked it to""
""""
""1. Read this week's top Hacker News links 𝘁𝗵𝗮𝘁 𝗜'𝗱 𝗹𝗶𝗸𝗲""
""2. Explain stuff 𝗜 𝗱𝗼𝗻'𝘁 𝗸𝗻𝗼𝘄 and how 𝗜 𝗰𝗮𝗻 𝘂𝘀𝗲 it""
""""
""This took 1 minute, not ten. It returned 1 page, not 10. This is 𝗾𝘂𝗶𝗰𝗸 𝗿𝗲𝘀𝗲𝗮𝗿𝗰𝗵, not 𝗱𝗲𝗲𝗽 𝗿𝗲𝘀𝗲𝗮𝗿𝗰𝗵. And I learnt 𝗺𝘂𝗰𝗵 more because it was personalized, covering what I didn't know and how to apply it. https://lnkd.in/gGu8Ngi8. ""
""""
""It's not just for news. I used it with code. ""Go through OpenAI's Codex CLI repo and teach me things I don't know."" Again, 𝗳𝗮𝗻𝘁𝗮𝘀𝘁𝗶𝗰: https://lnkd.in/gMiy3Fc6""
""""
""This unlocks several new sources I wouldn't learn from earlier. Patents. Test cases. Earnings transcripts. Legal judgements. ""
""""
""This also opens a door to endless curiosity. There’s no limit to what we can explore. Curiosity is the competitive advantage, now.""
""""
""Blog post: https://lnkd.in/ghqpfFRh","","",MEMBER_NETWORK
2025-04-20 09:58:42,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7319660778679062528,"O4 Mini replaced Excel for quick analysis and visualizations. At least for me.""
""""
""I grabbed our LLM Foundry downtime logs with a one‑liner in my browser console, then fed them to O4‑Mini‑High. In under 180 seconds it gave me:""
""""
""- A downloadable CSV of every outage""
""- A neat grid chart (rows=hour, columns=date) with one circle per event""
""- Let me style it, e.g. mild red circles at 50% transparency, like ""Sun 20 Apr""""
""""
""What makes these new models powerful is that they can 𝗿𝗲𝗹𝗶𝗮𝗯𝗹𝘆 (i.e. without supervision) run multiple tools like:""
""""
""𝗦𝗘𝗔𝗥𝗖𝗛. It can scrape the data from the downtime website.""
""𝗥𝗘𝗔𝗦𝗢𝗡. It planned the CSV conversion, data transformation, and visualization design.""
""𝗖𝗢𝗗𝗘. It's first iteration was perfect.""
""𝗘𝗫𝗘𝗖𝗨𝗧𝗘. This is powerful. It runs the code itself.""
""""
""I never touched the code. As someone who’s ""good at charts and code,"" I need to find new skills.""
""""
""Blog: https://lnkd.in/g49pyRBp""
""""
""𝗣𝗹𝗲𝗮𝘀𝗲 𝘁𝗿𝘆 𝗶𝘁 𝗼𝘂𝘁. Have O4 Mini visualize some of your data and share!","","",MEMBER_NETWORK
2025-04-19 08:35:24,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7319277426029539329,"After seeing David McCandless' post ""Which country is across the ocean?"" https://lnkd.in/g9KzppEQ I was curious which country you would reach if you tunneled below in a straight line (the antipode).""
""""
""This is a popular visualization, but I wanted to see if I could get the newer OpenAI models to create the visual without me 𝗿𝘂𝗻𝗻𝗶𝗻𝗴 any code (i.e. I just want the answer.) After a couple of iterations, O3 did a great job with this prompt:""
""""
""𝙱𝚞𝚒𝚕𝚍 𝚊 _𝚜𝚒𝚗𝚐𝚕𝚎_ 𝙶𝚎𝚘𝙹𝚂𝙾𝙽 (𝙴𝙿𝚂𝙶:𝟺𝟹𝟸𝟼) 𝚝𝚑𝚊𝚝 𝚜𝚑𝚘𝚠𝚜, 𝚏𝚘𝚛 𝚎𝚊𝚌𝚑 𝚌𝚘𝚞𝚗𝚝𝚛𝚢, 𝚘𝚗𝚕𝚢 𝚝𝚑𝚎 𝚙𝚊𝚛𝚝𝚜 𝚘𝚏 𝚒𝚝𝚜 𝚊𝚗𝚝𝚒𝚙𝚘𝚍𝚎 𝚝𝚑𝚊𝚝 𝚕𝚒𝚎 𝚘𝚟𝚎𝚛 𝚘𝚌𝚎𝚊𝚗. 𝙲𝚊𝚛𝚎𝚏𝚞𝚕𝚕𝚢 𝚑𝚊𝚗𝚍𝚕𝚎 𝚌𝚘𝚞𝚗𝚝𝚛𝚒𝚎𝚜 𝚝𝚑𝚊𝚝 𝚜𝚝𝚛𝚊𝚍𝚍𝚕𝚎 𝚝𝚑𝚎 𝚙𝚛𝚒𝚖𝚎 𝚖𝚎𝚛𝚒𝚍𝚒𝚊𝚗 - 𝚄𝙺, 𝙵𝚛𝚊𝚗𝚌𝚎, 𝙰𝚕𝚐𝚎𝚛𝚒𝚊, 𝚎𝚝𝚌.""
""""
""Here is the output:""
""""
""Interactive output: https://lnkd.in/geAQa-yp""
""Chat: https://lnkd.in/gZGrCPuF""
""""
""I learnt a few things:""
""""
""𝗔𝘀𝗸 𝗳𝗼𝗿 𝘁𝗵𝗲 𝗼𝘂𝘁𝗽𝘂𝘁, 𝗻𝗼𝘁 𝘁𝗵𝗲 𝗰𝗼𝗱𝗲. Models like O3 and O4 Mini can 𝗿𝘂𝗻 𝗰𝗼𝗱𝗲 while thinking. Let's stop asking for code to run. Just ask for the output directly. Let it figure out how.""
""""
""𝗘𝗱𝗴𝗲 𝗰𝗮𝘀𝗲𝘀 𝗮𝗿𝗲 𝗲𝘃𝗲𝗿𝘆𝘄𝗵𝗲𝗿𝗲. I had a problem with UK, France, Algeria, etc. straddling the prime meridian. If all goes well, you get AI-speed results. But it never does, and fixing it takes an expert and human-speed results. Programmers under-estimate edge cases, so compensate for this.""
""""
""If you want to run this yourself, the code is at https://lnkd.in/g23p3K-F","","",MEMBER_NETWORK
2025-04-18 13:10:15,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7318984207161049088,"With the Gemini 2.5 Flash release, Google envelopes the entire cost-quality frontier of LLMs. In other words, at any cost or quality level, today, the best model to use according to the LM Arena score is a Gemini model.""
""""
""Results for O3, O4 Mini, and GPT 4.1 are not yet on LM Arena. But until then, #Google dominates. Nice work!""
""""
""Link: https://lnkd.in/gssdRpwe","","",MEMBER_NETWORK
